id,ANYO_CONSTRUCCION,CODIGO_POSTAL,USO_EDIFICIO,MUNICIPIO,PROVINCIA,TIPO_REGISTRO,FICHERO_ORIGEN,CONSUMO_EP_VALOR
28116,1967.0,46950.0,VIVIENDA INDIVIDUAL,XIRIVELLA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,184
18395,1981.0,3400.0,VIVIENDA INDIVIDUAL,VILLENA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,229
37204,1965.0,46003.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,95
35380,2003.0,3170.0,VIVIENDA/S UNIFAMILIAR,ROJALES,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,256
43651,2004.0,3189.0,VIVIENDA/S UNIFAMILIAR,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,137
3509,1979.0,3130.0,VIVIENDA INDIVIDUAL,SANTA POLA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,206
17222,1997.0,3170.0,VIVIENDA/S UNIFAMILIAR,ROJALES,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,297
45068,1961.0,46100.0,VIVIENDA INDIVIDUAL,BURJASSOT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,137
14419,1978.0,3600.0,VIVIENDA INDIVIDUAL,ELDA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,286
29723,1986.0,3184.0,VIVIENDA/S UNIFAMILIAR,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,211
30549,1996.0,3140.0,VIVIENDA INDIVIDUAL,GUARDAMAR DEL SEGURA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,225
5613,1998.0,12600.0,VIVIENDA INDIVIDUAL,VALL D'UIXÓ (LA),CASTELLÓN,,certificacion-energetica-de-edificios-en-castellon.csv,75
2843,1958.0,,VIVIENDA/S UNIFAMILIAR,OLIVA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,374
40487,2004.0,3189.0,VIVIENDA INDIVIDUAL,----,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,130
30707,2006.0,3189.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,260
18824,1990.0,ABCDE,VIVIENDA INDIVIDUAL,TAVERNES DE LA VALLDIGNA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,145
8715,2002.0,3185.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,182
40995,1966.0,3369.0,VIVIENDA INDIVIDUAL,RAFAL,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,72
44663,2007.0,,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,89
2791,1959.0,46008.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,255
35472,,3182.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,126
15912,2006.0,46520.0,LOCAL COMERCIAL,SAGUNTO/SAGUNT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,192
5509,1967.0,46011.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,218
9488,2003.0,3191.0,VIVIENDA/S UNIFAMILIAR,PILAR DE LA HORADADA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,211
18421,1964.0,46900.0,LOCAL COMERCIAL,TORRENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,84
25477,2006.0,3189.0,VIVIENDA/S UNIFAMILIAR,ORIHUELA,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,218
44431,1971.0,,VIVIENDA/S UNIFAMILIAR,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,58
16246,1992.0,3005.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,153
18994,2010.0,46920.0,VIVIENDA INDIVIDUAL,MISLATA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,71
48506,1954.0,3803.0,VIVIENDA INDIVIDUAL,ALCOY/ALCOI,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,284
14812,1981.0,3710.0,VIVIENDA/S UNIFAMILIAR,CALPE/CALP,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,190
47562,2008.0,3570.0,VIVIENDA INDIVIDUAL,VILLAJOYOSA/VILA JOIOSA (LA),sin dato,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,91
27069,1976.0,46009.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,135
36049,1995.0,12560.0,VIVIENDA INDIVIDUAL,BENICASIM/BENICÀSSIM,,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,130
13995,1988.0,3010.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,168
27300,2002.0,46520.0,VIVIENDA INDIVIDUAL,SAGUNTO/SAGUNT,VALÈNCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,373
47036,1962.0,3360.0,N/A,CALLOSA DE SEGURA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,243
12275,2006.0,12590.0,VIVIENDA INDIVIDUAL,ALMENARA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,162
5558,2011.0,3801.0,VIVIENDA INDIVIDUAL,ALCOY/ALCOI,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,190
21459,1979.0,12530.0,VIVIENDA INDIVIDUAL,BURRIANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,267
18340,1976.0,46016.0,VIVIENDA INDIVIDUAL,VALENCIA,,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,108
45385,2007.0,46714.0,VIVIENDA INDIVIDUAL,PALMERA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,65
49708,1980.0,3130.0,VIVIENDA INDIVIDUAL,SANTA POLA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,262
14727,2005.0,3779.0,,DÉNIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,114
2640,2007.0,12594.0,???,OROPESA DEL MAR/ORPESA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,96
654,1975.0,46930.0,VIVIENDA INDIVIDUAL,QUART DE POBLET,VALENCIA,EXISTE,,158
22870,0,3409.0,VIVIENDA INDIVIDUAL,VILLENA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,208
9466,1996.0,3170.0,VIVIENDA/S UNIFAMILIAR,ROJALES,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,148
13780,2010.0,46940.0,VIVIENDA INDIVIDUAL,MANISES,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,88
25180,1982.0,12540.0,,VILLARREAL/VILA-REAL,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,105
43909,1986.0,3183.0,VIVIENDA/S UNIFAMILIAR,TORREVIEJA,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,169
42039,2004.0,46960.0,VIVIENDA INDIVIDUAL,ALDAIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,117
39843,1986.0,46293.0,VIVIENDA/S UNIFAMILIAR,ALCÀNTERA DE XÚQUER,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,174
39865,1982.0,46100.0,VIVIENDA INDIVIDUAL,BURJASSOT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,106
10175,1965.0,46035.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,135
47,2005.0,3189.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,162
46897,2005.0,46530.0,VIVIENDA/S UNIFAMILIAR,PUÇOL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,178
27086,1976.0,,VIVIENDA INDIVIDUAL,POBLA DE FARNALS (LA),VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,54
3072,1984.0,46200.0,VIVIENDA INDIVIDUAL,PAIPORTA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,138
38498,1958.0,46930.0,VIVIENDA INDIVIDUAL,QUART DE POBLET,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,206
23841,1925.0,46740.0,VIVIENDA INDIVIDUAL,CARCAIXENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,83
17558,1960.0,3780.0,VIVIENDA/S UNIFAMILIAR,PEGO,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,310
13418,,3360.0,VIVIENDA/S UNIFAMILIAR,CALLOSA DE SEGURA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,232
10068,1989.0,12560.0,VIVIENDA INDIVIDUAL,BENICASIM/BENICÀSSIM,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,234
36195,1985.0,3700.0,VIVIENDA/S UNIFAMILIAR,DÉNIA,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,161
19035,1950.0,12005.0,VIVIENDA/S UNIFAMILIAR,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,65
40206,1976.0,3502.0,,BENIDORM,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,146
25010,2000.0,3540.0,VIVIENDA/S UNIFAMILIAR,ALICANTE/ALACANT,ALICANTE,EXISTE,,232
25427,1973.0,46901.0,VIVIENDA/S UNIFAMILIAR,TORRENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,216
31805,1994.0,12330.0,VIVIENDA INDIVIDUAL,TRAIGUERA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,79
23313,1970.0,46400.0,VIVIENDA INDIVIDUAL,CULLERA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,118
29864,1970.0,46470.0,VIVIENDA INDIVIDUAL,CATARROJA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,99
719,1972.0,3737.0,VIVIENDA/S UNIFAMILIAR,JÁVEA/XÀBIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,232
34290,2002.0,3581.0,VIVIENDA INDIVIDUAL,ALFÀS DEL PI (L'),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,226
1295,1977.0,3690.0,VIVIENDA INDIVIDUAL,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,213
44297,1890.0,46823.0,,NAVARRÉS,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,283
39669,1991.0,46780.0,VIVIENDA/S UNIFAMILIAR,OLIVA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,174
6588,2003.0,3111.0,VIVIENDA/S UNIFAMILIAR,,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,284
44986,2003.0,99999,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,,86
22782,1993.0,46009.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,100
13426,1965.0,12560.0,VIVIENDA INDIVIDUAL,BENICASIM/BENICÀSSIM,,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,179
9270,1965.0,123,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,,102
26730,1900.0,12004.0,VIVIENDA/S UNIFAMILIAR,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,125
20986,1970.0,3600.0,VIVIENDA INDIVIDUAL,ELDA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,208
26018,1968.0,3190.0,VIVIENDA/S UNIFAMILIAR,PILAR DE LA HORADADA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,213
6191,1960.0,46009.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,,105
32658,2004.0,46530.0,VIVIENDA INDIVIDUAL,PUÇOL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,120
2579,1973.0,46024.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,164
13559,1991.0,3140.0,VIVIENDA INDIVIDUAL,GUARDAMAR DEL SEGURA,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,137
36777,2007.0,46119.0,VIVIENDA INDIVIDUAL,NÁQUERA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,167
11622,1978.0,12560.0,VIVIENDA INDIVIDUAL,BENICASIM/BENICÀSSIM,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,205
25767,,46810.0,VIVIENDA/S UNIFAMILIAR,ENGUERA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,335
715,1974.0,46850.0,VIVIENDA INDIVIDUAL,OLLERIA (L'),VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,126
4489,1970.0,46400.0,VIVIENDA INDIVIDUAL,CULLERA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,197
3240,,3006.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,169
9157,1978.0,12005.0,VIVIENDA INDIVIDUAL,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,,195
1581,1930.0,46003.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,,certificacion-energetica-de-edificios-en-valencia.csv,115
33955,1996.0,3182.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,224
6571,1970.0,3180.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,118
28790,,46770.0,VIVIENDA INDIVIDUAL,XERACO,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,247
42070,2009.0,46393.0,VIVIENDA INDIVIDUAL,LORIGUILLA,???,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,87
18812,2013.0,46003.0,EDIFICIO DE VIVIENDAS (BLOQUE COMPLETO),VALENCIA,,NUEVO,certificacion-energetica-de-edificios-en-valencia.csv,64
6843,1997.0,3690.0,VIVIENDA INDIVIDUAL,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,173
14780,1976.0,46025.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,142
24921,1982.0,46180.0,VIVIENDA/S UNIFAMILIAR,BENAGUASIL,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,199
43670,2003.0,46621.0,,ZARRA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,88
49244,2007.0,46870.0,LOCAL COMERCIAL,ONTINYENT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,122
3784,1973.0,46137.0,VIVIENDA INDIVIDUAL,POBLA DE FARNALS (LA),,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,85
33136,,12005.0,VIVIENDA INDIVIDUAL,CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,388
19191,1987.0,46702.0,VIVIENDA INDIVIDUAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,86
22068,1989.0,46950.0,VIVIENDA INDIVIDUAL,XIRIVELLA,VALENCIA,,certificacion-energetica-de-edificios-en-valencia.csv,153
180,1964.0,,VIVIENDA INDIVIDUAL,BENIDORM,ALICANTE,EXISTE,,113
3551,2002.0,3189.0,VIVIENDA/S UNIFAMILIAR,ORIHUELA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,275
39920,1995.0,3015.0,VIVIENDA/S UNIFAMILIAR,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,101
27436,2005.0,3610.0,VIVIENDA INDIVIDUAL,PETRER,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,283
28458,2008.0,46730.0,VIVIENDA INDIVIDUAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,156
5910,1968.0,46702.0,LOCAL COMERCIAL,GANDIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,135
23786,1986.0,,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,110
30228,1997.0,3184.0,,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,214
11185,1993.0,3140.0,VIVIENDA INDIVIDUAL,GUARDAMAR DEL SEGURA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,223
21065,1977.0,46137.0,VIVIENDA INDIVIDUAL,POBLA DE FARNALS (LA),VALENCIA,,certificacion-energetica-de-edificios-en-valencia.csv,212
26137,2006.0,3109.0,VIVIENDA/S UNIFAMILIAR,TIBI,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,279
21777,,3690.0,VIVIENDA/S UNIFAMILIAR,SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,132
24339,1988.0,3188.0,RESTAURANTE,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,304
29607,1947.0,46022.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,68
41287,1976.0,3600.0,VIVIENDA INDIVIDUAL,ELDA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,162
29694,1988.0,3184.0,VIVIENDA/S UNIFAMILIAR,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,252
11777,1992.0,3130.0,VIVIENDA INDIVIDUAL,SANTA POLA,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,339
10130,1997.0,3183.0,VIVIENDA/S UNIFAMILIAR,,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,245
43200,2005.0,12320.0,VIVIENDA/S UNIFAMILIAR,SANT JORDI/SAN JORGE,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,166
27924,1967.0,3014.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,129
11982,1960.0,3600.0,LOCAL COMERCIAL,ELDA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,534
25627,1963.0,46005.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,203
32809,2001.0,46723.0,LOCAL COMERCIAL,ALMOINES,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,282
9781,2008.0,12594.0,VIVIENDA INDIVIDUAL,OROPESA DEL MAR/ORPESA,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,115
47299,1997.0,3182.0,VIVIENDA INDIVIDUAL,TORREVIEJA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,123
16938,2008.0,3570.0,VIVIENDA INDIVIDUAL,VILLAJOYOSA/VILA JOIOSA (LA),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,134
28952,1991.0,3182.0,VIVIENDA INDIVIDUAL,TORREVIEJA,,,certificacion-energetica-de-edificios-en-alicante.csv,252
20522,,3184.0,VIVIENDA/S UNIFAMILIAR,TORREVIEJA,ALICANTE,EXISTE,,235
22678,1988.0,12579.0,VIVIENDA INDIVIDUAL,ALCALÀ DE XIVERT,CASTELLÓN,EXISTE,certificacion-energetica-de-edificios-en-castellon.csv,128
12661,2006.0,3181.0,VIVIENDA INDIVIDUAL,TORREVIEJA,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,200
26776,1959.0,,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,227
49750,1983.0,3803.0,VIVIENDA INDIVIDUAL,ALCOY/ALCOI,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,203
36573,2004.0,46529.0,VIVIENDA INDIVIDUAL,CANET D'EN BERENGUER,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,99
43482,1927.0,46005.0,VIVIENDA INDIVIDUAL,,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,156
10775,2004.0,46192.0,VIVIENDA/S UNIFAMILIAR,MONSERRAT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,283
13716,1906.0,,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,210
2457,1980.0,3769.0,VIVIENDA/S UNIFAMILIAR,RÀFOL D'ALMUNIA (EL),ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,157
49452,1975.0,,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,70
41221,2011.0,46820.0,VIVIENDA INDIVIDUAL,ANNA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,71
45360,1989.0,3201.0,VIVIENDA INDIVIDUAL,ELCHE/ELX,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,138
39691,2000.0,3560.0,VIVIENDA INDIVIDUAL,CAMPELLO (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,117
5892,1938.0,46008.0,LOCAL COMERCIAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,279
7705,2007.0,3710.0,VIVIENDA INDIVIDUAL,CALPE/CALP,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,124
48998,1995.0,3189.0,VIVIENDA INDIVIDUAL,ORIHUELA,ALICANTE,,certificacion-energetica-de-edificios-en-alicante.csv,151
21063,1975.0,3700.0,,DÉNIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,266
49702,1970.0,46015.0,EDIFICIO DE VIVIENDAS (BLOQUE COMPLETO),VALENCIA,,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,111
44572,1970.0,,VIVIENDA INDIVIDUAL,VILLARREAL/VILA-REAL,CASTELLÓN,,certificacion-energetica-de-edificios-en-castellon.csv,234
39368,1969.0,46007.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,122
49192,1978.0,46520.0,OTROS,SAGUNTO/SAGUNT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,98
37573,1970.0,46100.0,VIVIENDA INDIVIDUAL,BURJASSOT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,108
2392,1983.0,3560.0,VIVIENDA INDIVIDUAL,CAMPELLO (EL),ALICANTE,EXISTE,,233
11904,1978.0,46006.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,78
26786,1987.0,3700.0,VIVIENDA/S UNIFAMILIAR,DÉNIA,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,331
49154,1988.0,3726.0,VIVIENDA/S UNIFAMILIAR,BENITACHELL/POBLE NOU DE BENITATXELL (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,156
31034,1930.0,46005.0,VIVIENDA INDIVIDUAL,VALENCIA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,174
36006,2002.0,46184.0,valencia,SAN ANTONIO DE BENAGÉBER,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,136
48208,2008.0,3669.0,VIVIENDA INDIVIDUAL,ROMANA (LA),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,141
13649,2021.0,,EDIFICIO DE VIVIENDAS (BLOQUE COMPLETO),SANT JOAN D'ALACANT,ALICANTE,NUEVO,certificacion-energetica-de-edificios-en-alicante.csv,35
18025,1989.0,3770.0,VIVIENDA/S UNIFAMILIAR,VERGER (EL),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,274
44222,9999,46183.0,VIVIENDA INDIVIDUAL,DESCONOCIDO,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,131
40645,1958.0,3803.0,VIVIENDA INDIVIDUAL,ALCOY/ALCOI,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,248
41901,2007.0,46100.0,VIVIENDA INDIVIDUAL,BURJASSOT,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,62
21961,1975.0,46113.0,VIVIENDA INDIVIDUAL,MONCADA,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,106
41297,2008.0,46930.0,VIVIENDA INDIVIDUAL,QUART DE POBLET,VALENCIA,EXISTE,certificacion-energetica-de-edificios-en-valencia.csv,63
28139,1973.0,3540.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,174
42300,1971.0,3007.0,VIVIENDA INDIVIDUAL,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,202
21594,1975.0,3530.0,VIVIENDA/S UNIFAMILIAR,NUCIA (LA),ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,200
20071,1977.0,3016.0,VIVIENDA/S UNIFAMILIAR,ALICANTE/ALACANT,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,125
46254,1988.0,3201.0,VIVIENDA INDIVIDUAL,ELCHE/ELX,ALICANTE,EXISTE,certificacion-energetica-de-edificios-en-alicante.csv,91
